형태소,품사,분류,카운트,상대빈도,시각화용,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,3,,들 들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,3,,들 들 들 ,,,
들,Suffix,교촌 전,3,,들 들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,3,,들 들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,3,,들 들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,4,,들 들 들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,2,,들 들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Suffix,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,2,,들 들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,2,,들 들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,2,,들 들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들,Verb,교촌 전,1,,들 ,,,
들것,Noun,교촌 전,1,,들것 ,,,
들것,Noun,교촌 전,1,,들것 ,,,
들게,Verb,교촌 전,1,,들게 ,,,
들게,Verb,교촌 전,1,,들게 ,,,
들겠지,Verb,교촌 전,1,,들겠지 ,,,
들겠지,Verb,교촌 전,1,,들겠지 ,,,
들고,Verb,교촌 전,1,,들고 ,,,
들고,Verb,교촌 전,1,,들고 ,,,
들고,Verb,교촌 전,1,,들고 ,,,
들고,Verb,교촌 전,1,,들고 ,,,
들고,Verb,교촌 전,1,,들고 ,,,
들고,Verb,교촌 전,1,,들고 ,,,
들고,Verb,교촌 전,1,,들고 ,,,
들고,Verb,교촌 전,1,,들고 ,,,
들고,Verb,교촌 전,1,,들고 ,,,
들고,Verb,교촌 전,1,,들고 ,,,
들려주는,Verb,교촌 전,1,,들려주는 ,,,
들렸는데,Verb,교촌 전,1,,들렸는데 ,,,
들렸는데,Verb,교촌 전,1,,들렸는데 ,,,
들리,Verb,교촌 전,2,,들리 들리 ,,,
들리는구나,Verb,교촌 전,1,,들리는구나 ,,,
들리는구나,Verb,교촌 전,1,,들리는구나 ,,,
들리니,Verb,교촌 전,1,,들리니 ,,,
들리니,Verb,교촌 전,1,,들리니 ,,,
들리면,Verb,교촌 전,1,,들리면 ,,,
들리면,Verb,교촌 전,1,,들리면 ,,,
들만,Verb,교촌 전,1,,들만 ,,,
들만,Verb,교촌 전,1,,들만 ,,,
들어,Verb,교촌 전,1,,들어 ,,,
들어,Verb,교촌 전,1,,들어 ,,,
들어,Verb,교촌 전,1,,들어 ,,,
들어,Verb,교촌 전,1,,들어 ,,,
들어,Verb,교촌 전,1,,들어 ,,,
들어,Verb,교촌 전,1,,들어 ,,,
들어,Verb,교촌 전,1,,들어 ,,,
들어,Verb,교촌 전,1,,들어 ,,,
들어,Verb,교촌 전,1,,들어 ,,,
들어,Verb,교촌 전,1,,들어 ,,,
들어,Verb,교촌 전,1,,들어 ,,,
들어,Verb,교촌 전,1,,들어 ,,,
들어,Verb,교촌 전,1,,들어 ,,,
들어,Verb,교촌 전,1,,들어 ,,,
들어,Verb,교촌 전,1,,들어 ,,,
들어가게,Verb,교촌 전,1,,들어가게 ,,,
들어가게,Verb,교촌 전,1,,들어가게 ,,,
들어가겠네,Verb,교촌 전,1,,들어가겠네 ,,,
들어가겠네,Verb,교촌 전,1,,들어가겠네 ,,,
들어가는건데,Verb,교촌 전,1,,들어가는건데 ,,,
들어가는건데,Verb,교촌 전,1,,들어가는건데 ,,,
들어가서,Verb,교촌 전,1,,들어가서 ,,,
들어가서,Verb,교촌 전,1,,들어가서 ,,,
들어가야,Verb,교촌 전,1,,들어가야 ,,,
들어가야,Verb,교촌 전,1,,들어가야 ,,,
들어가야겠네,Verb,교촌 전,1,,들어가야겠네 ,,,
들어가야겠네,Verb,교촌 전,1,,들어가야겠네 ,,,
들어간,Verb,교촌 전,1,,들어간 ,,,
들어간,Verb,교촌 전,1,,들어간 ,,,
들어간다고,Verb,교촌 전,1,,들어간다고 ,,,
들어간다고,Verb,교촌 전,1,,들어간다고 ,,,
들어갈,Verb,교촌 전,1,,들어갈 ,,,
들어갈,Verb,교촌 전,1,,들어갈 ,,,
들어갈,Verb,교촌 전,1,,들어갈 ,,,
들어갈,Verb,교촌 전,1,,들어갈 ,,,
들어갑시다,Verb,교촌 전,1,,들어갑시다 ,,,
들어갑시다,Verb,교촌 전,1,,들어갑시다 ,,,
들어갔다,Verb,교촌 전,1,,들어갔다 ,,,
들어갔다,Verb,교촌 전,1,,들어갔다 ,,,
들어갔을텐데,Verb,교촌 전,1,,들어갔을텐데 ,,,
들어갔을텐데,Verb,교촌 전,1,,들어갔을텐데 ,,,
들어나,Verb,교촌 전,1,,들어나 ,,,
들어나,Verb,교촌 전,1,,들어나 ,,,
들어나,Verb,교촌 전,1,,들어나 ,,,
들어나,Verb,교촌 전,1,,들어나 ,,,
들어서,Verb,교촌 전,2,,들어서 들어서 ,,,
들어서,Verb,교촌 전,2,,들어서 들어서 ,,,
들어아서,Verb,교촌 전,1,,들어아서 ,,,
들어아서,Verb,교촌 전,1,,들어아서 ,,,
들어오겠어,Verb,교촌 전,1,,들어오겠어 ,,,
들어오겠어,Verb,교촌 전,1,,들어오겠어 ,,,
들어오네요,Verb,교촌 전,1,,들어오네요 ,,,
들어오네요,Verb,교촌 전,1,,들어오네요 ,,,
들어오는지,Verb,교촌 전,1,,들어오는지 ,,,
들어오는지,Verb,교촌 전,1,,들어오는지 ,,,
들어오더라,Verb,교촌 전,1,,들어오더라 ,,,
들어오더라,Verb,교촌 전,1,,들어오더라 ,,,
들어오면,Verb,교촌 전,1,,들어오면 ,,,
들어오면,Verb,교촌 전,1,,들어오면 ,,,
들어온,Verb,교촌 전,1,,들어온 ,,,
들어온,Verb,교촌 전,1,,들어온 ,,,
들어올,Verb,교촌 전,1,,들어올 ,,,
들어올,Verb,교촌 전,1,,들어올 ,,,
들어와서,Verb,교촌 전,1,,들어와서 ,,,
들어와서,Verb,교촌 전,1,,들어와서 ,,,
들어있어서,Verb,교촌 전,1,,들어있어서 ,,,
들어있어서,Verb,교촌 전,1,,들어있어서 ,,,
들어있었습니다,Verb,교촌 전,1,,들어있었습니다 ,,,
들어있었습니다,Verb,교촌 전,1,,들어있었습니다 ,,,
들어주는,Verb,교촌 전,1,,들어주는 ,,,
들어주는,Verb,교촌 전,1,,들어주는 ,,,
들어준,Verb,교촌 전,1,,들어준 ,,,
들어준,Verb,교촌 전,1,,들어준 ,,,
들었,Verb,교촌 전,1,,들었 ,,,
들었,Verb,교촌 전,1,,들었 ,,,
들었거든요,Verb,교촌 전,1,,들었거든요 ,,,
들었거든요,Verb,교촌 전,1,,들었거든요 ,,,
들었는데,Verb,교촌 전,1,,들었는데 ,,,
들었는데,Verb,교촌 전,1,,들었는데 ,,,
들었는데,Verb,교촌 전,1,,들었는데 ,,,
들었는데,Verb,교촌 전,1,,들었는데 ,,,
들었는데,Verb,교촌 전,1,,들었는데 ,,,
들었는데,Verb,교촌 전,1,,들었는데 ,,,
들었다,Verb,교촌 전,1,,들었다 ,,,
들었다,Verb,교촌 전,1,,들었다 ,,,
들었던,Verb,교촌 전,1,,들었던 ,,,
들었습니다,Verb,교촌 전,1,,들었습니다 ,,,
들었습니다,Verb,교촌 전,1,,들었습니다 ,,,
들었어요,Verb,교촌 전,1,,들었어요 ,,,
들었어요,Verb,교촌 전,1,,들었어요 ,,,
들은,Verb,교촌 전,1,,들은 ,,,
들은,Verb,교촌 전,1,,들은 ,,,
들이,Verb,교촌 전,1,,들이 ,,,
들이,Verb,교촌 전,1,,들이 ,,,
들이,Verb,교촌 전,1,,들이 ,,,
들이,Verb,교촌 전,1,,들이 ,,,
들이,Verb,교촌 전,1,,들이 ,,,
들이,Verb,교촌 전,1,,들이 ,,,
들이,Verb,교촌 전,2,,들이 들이 ,,,
들이,Verb,교촌 전,1,,들이 ,,,
들이,Verb,교촌 전,1,,들이 ,,,
들이,Verb,교촌 전,1,,들이 ,,,
들이,Verb,교촌 전,1,,들이 ,,,
들이는,Verb,교촌 전,1,,들이는 ,,,
들이는,Verb,교촌 전,1,,들이는 ,,,
들이는거,Verb,교촌 전,1,,들이는거 ,,,
들이는거,Verb,교촌 전,1,,들이는거 ,,,
들이였으면,Verb,교촌 전,1,,들이였으면 ,,,
들이였으면,Verb,교촌 전,1,,들이였으면 ,,,
들인지,Verb,교촌 전,2,,들인지 들인지 ,,,
들임,Verb,교촌 전,1,,들임 ,,,
들임,Verb,교촌 전,1,,들임 ,,,
들있나다,Verb,교촌 전,1,,들있나다 ,,,
들있나다,Verb,교촌 전,1,,들있나다 ,,,
들있으니,Verb,교촌 전,1,,들있으니 ,,,
들있으니,Verb,교촌 전,1,,들있으니 ,,,
들지,Verb,교촌 전,1,,들지 ,,,
들지,Verb,교촌 전,1,,들지 ,,,
듭니,Noun,교촌 전,1,,듭니 ,,,
듭니,Noun,교촌 전,1,,듭니 ,,,
듭니,Noun,교촌 전,1,,듭니 ,,,
듭니,Noun,교촌 전,1,,듭니 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯,Noun,교촌 전,1,,듯 ,,,
듯이,Noun,교촌 전,1,,듯이 ,,,
듯이,Noun,교촌 전,1,,듯이 ,,,
듯해,Noun,교촌 전,1,,듯해 ,,,
듯해,Noun,교촌 전,1,,듯해 ,,,
등,Noun,교촌 전,1,,등 ,,,
등,Noun,교촌 전,1,,등 ,,,
등,Noun,교촌 전,1,,등 ,,,
등,Noun,교촌 전,1,,등 ,,,
등,Noun,교촌 전,1,,등 ,,,
등,Noun,교촌 전,2,,등 등 ,,,
등,Noun,교촌 전,1,,등 ,,,
등,Noun,교촌 전,1,,등 ,,,
등,Noun,교촌 전,1,,등 ,,,
등,Noun,교촌 전,1,,등 ,,,
등,Noun,교촌 전,2,,등 등 ,,,
등,Noun,교촌 전,1,,등 ,,,
등,Noun,교촌 전,1,,등 ,,,
등,Noun,교촌 전,1,,등 ,,,
등,Noun,교촌 전,1,,등 ,,,
등,Noun,교촌 전,2,,등 등 ,,,
등,Noun,교촌 전,4,,등 등 등 등 ,,,
등,Noun,교촌 전,1,,등 ,,,
등골,Noun,교촌 전,1,,등골 ,,,
등골,Noun,교촌 전,1,,등골 ,,,
등등,Noun,교촌 전,1,,등등 ,,,
등등,Noun,교촌 전,1,,등등 ,,,
등록,Noun,교촌 전,1,,등록 ,,,
등록,Noun,교촌 전,1,,등록 ,,,
듸져,Noun,교촌 전,1,,듸져 ,,,
듸져,Noun,교촌 전,1,,듸져 ,,,
듸질라,Noun,교촌 전,1,,듸질라 ,,,
듸질라,Noun,교촌 전,1,,듸질라 ,,,
디,Noun,교촌 전,1,,디 ,,,
디,Noun,교촌 전,1,,디 ,,,
디,Noun,교촌 전,1,,디 ,,,
디도스,Noun,교촌 전,1,,디도스 ,,,
디디,Noun,교촌 전,1,,디디 ,,,
디디,Noun,교촌 전,1,,디디 ,,,
디디,Noun,교촌 전,1,,디디 ,,,
디마,Noun,교촌 전,1,,디마 ,,,
디져,Verb,교촌 전,1,,디져 ,,,
디져,Verb,교촌 전,1,,디져 ,,,
디지십,Verb,교촌 전,1,,디지십 ,,,
디지십,Verb,교촌 전,1,,디지십 ,,,
디질라,Verb,교촌 전,1,,디질라 ,,,
디질라,Verb,교촌 전,1,,디질라 ,,,
디테,Noun,교촌 전,1,,디테 ,,,
디테,Noun,교촌 전,1,,디테 ,,,
디핑,Noun,교촌 전,1,,디핑 ,,,
디핑,Noun,교촌 전,1,,디핑 ,,,
디핑,Noun,교촌 전,1,,디핑 ,,,
디핑,Noun,교촌 전,1,,디핑 ,,,
딜,Noun,교촌 전,1,,딜 ,,,
딜,Noun,교촌 전,1,,딜 ,,,
딜레마,Noun,교촌 전,1,,딜레마 ,,,
딜레마,Noun,교촌 전,1,,딜레마 ,,,
따,Verb,교촌 전,1,,따 ,,,
따,Verb,교촌 전,1,,따 ,,,
따,Verb,교촌 전,1,,따 ,,,
따,Verb,교촌 전,1,,따 ,,,
따,Verb,교촌 전,1,,따 ,,,
따,Verb,교촌 전,1,,따 ,,,
따,Verb,교촌 전,1,,따 ,,,
따,Verb,교촌 전,2,,따 따 ,,,
따,Verb,교촌 전,1,,따 ,,,
따,Verb,교촌 전,1,,따 ,,,
따,Verb,교촌 전,1,,따 ,,,
따구,Verb,교촌 전,1,,따구 ,,,
따구,Verb,교촌 전,1,,따구 ,,,
따구로,Verb,교촌 전,1,,따구로 ,,,
따구로,Verb,교촌 전,1,,따구로 ,,,
따구로,Verb,교촌 전,2,,따구로 따구로 ,,,
따라,Verb,교촌 전,1,,따라 ,,,
따라,Verb,교촌 전,1,,따라 ,,,
따라서,Noun,교촌 전,1,,따라서 ,,,
따라서,Noun,교촌 전,1,,따라서 ,,,
따로,Adverb,교촌 전,1,,따로 ,,,
따로,Adverb,교촌 전,2,,따로 따로 ,,,
따로,Adverb,교촌 전,1,,따로 ,,,
따로,Adverb,교촌 전,1,,따로 ,,,
따로,Adverb,교촌 전,1,,따로 ,,,
따로,Adverb,교촌 전,1,,따로 ,,,
따로,Adverb,교촌 전,1,,따로 ,,,
따로,Adverb,교촌 전,1,,따로 ,,,
따로,Adverb,교촌 전,1,,따로 ,,,
따로,Adverb,교촌 전,2,,따로 따로 ,,,
따로,Adverb,교촌 전,1,,따로 ,,,
따로,Adverb,교촌 전,1,,따로 ,,,
따로,Adverb,교촌 전,1,,따로 ,,,
